helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,computed_sentiment
1,493659302,2017-06-16,MOBILE,5,"Awesome rides. Revenge of the mummy is the best ride. This is a place for entertainment and fun. Good food at the restaurants, themed based shops and character meetings at each places. Parades its beautiful to see in the evening. Do visit this place.",Holidays,2017-06-01,FAMILY,AS2392003,"Mumbai, India",Mumbai,India,1
1,493653622,2017-06-16,MOBILE,1,"Don't bother! It is an absolute waste of time and money. We first tried going on the 1st of may (public holiday) the lines were everywhere!! We then went 2 days later which was a weekday, there was hardly a difference.......the amount of people allowed wasn't controlled which led to waiting minimum 20mins and maximum 2hrs waiting for rides! By the time you finished 2 rides it was lunch!!! The lunch served at the  Indian restaurant was worth it and really good. 
It was poorly maintained!!",Waste of time and money,2017-05-01,FAMILY,PLalit,,,,0
1,493583751,2017-06-16,OTHER,4,"As atrações são razoáveis, com destaque para a montanha russa. As crianças pequenas certamente se divertem mais. As filas são bem grandes, e a compra do express pass pode ser interessante. Visite em dia de sol, pois quando chove é um caos.",Excelente passeio em Sentosa Island,2017-01-01,COUPLES,Cezar S,,,,1
0,493467043,2017-06-16,OTHER,5,"This was one of the amazing trip i had in my lifetime. Universal Studios in Singapore consists of varied rides and activities for kids as well adults which are totally ""not seen anywhere else"". 
This is a must to visit from my side. 

You can also read my experience at my blog ""NITSA Travel Diaries"", also mentioned in my profile.",Know your new Self at Sentosa along with Universal Studios,2017-05-01,NONE,NitSaTravel,,,,1
0,493320453,2017-06-15,OTHER,5,"Not as big a park as the one in Florida but still a great day out. Very crowded in the morning but it seemed to thin out in the afternoon.

The staff have an issue with certain cultures who dont get the concept of queuing so there is a lot of frayed tempers at times and falling out with people.

Once you get over that then there is a great park to be enjoyed. The new transformers ride is amazing and the Shrek show is really good. A lot of roller coasters compared to the states and is more like an islands of adventures and the studios park.

The water world show was really good and is a must see.

A great day out and good value for money to get in, we bought a joint Gardens By The Bay and Universal ticket and for the two of us to both attractions was only in the region of £100UK, £25 per attraction.

A must do in Singapore",Great day out,2017-05-01,COUPLES,alfromlarbert,"Bannockburn, United Kingdom",Bannockburn,United Kingdom,1
0,493299359,2017-06-15,MOBILE,3,"My boyfriend and I (both in our 20s) dislike queuing and so we paid for the normal ticket 76sgd per person plus the express ticket at 50sgd per person. In fact, we paid with MasterCard and got 10% off ticket prices and got a voucher to collect a free photo taken within the park (with characters or on a ride). 

Most people look on trip advisor to see if they should go, when they should go and what ticket to buy - I'll try to answer this.

Yes you should go if you're in Singapore and fancy some rides for the day however it is very small compared to Universal Florida and even Thorpe Park in the U.K. 

We went on a Thursday and it was busy so it doesn't matter what day of the week you go.

Ticket - the fast track is worth it if you want to get on all the rides in one day. Queue times (normal queue) were from 30mins to 120 mins. (Shorter from 5-7pm). Although the fast track ticket was expensive, we went on every ride and didn't queue and we still spent 6 hours here.

Don't want to buy fast track? The rides that are worth queuing for (if you like big rides with a thrill) are: Cylon (roller coaster) and Transformers 4D ride. These are the only two that I came off thinking they were really good. Next rides kinda worth queuing for would be The Mummy, Water world (stunt show), Human (roller coaster) and Shrek 4D. All other rides were either for children or just weren't that good. If you don't want to pay for express ticket, take my advice on rides and if you have time left you can try the others. We took the rides for what they were but the theme park appears to be for children or those who don't like big rides.

Another disappointment (especially if you have children) was that we didn't see any 'characters' walking around in each section even though the map advertised that they would be around all day (not sure where they were). Finally, each 'land' had a good theme but it needs to be improved e.g the 'lost world' had the 'Jurrasic park' gate but then no dinosaurs in the land, just trees, and the rides lacked dinosaurs. I think the rides felt a bit half heartedly done with the 'theme' compared to Florida Orlando and even Disneyland Paris.",Average in comparison to other theme parks,2017-06-01,COUPLES,Rachel L,"Haywards Heath, United Kingdom",Haywards Heath,United Kingdom,1
0,493202888,2017-06-15,OTHER,4,"Even though there were only 4 main rides that are adult ""friendly"", It is still worthy to visit. But make sure to come on a weekday because I can only imagine how many people will go there if it was in the weekend. (We went on a Thursday and it was packed)
I was there with my girlfriend and we enjoyed the show and attraction they had. I would say that get there early to enjoy the opening of the Studio and get to the top most popular roller coasters before the line start to build up. We arrived at the Studio at around 09:37 and there were already large crowds waiting in line. The first who arrive at the park will get the chance to ""open"" the gate for everyone else with the host at the main gate so that's something special.
Since we arrived somewhat early, we stored our bag at one of few automatic lockers spread out around the park. It cost 15 SDG for a whole day and 14 SDG for 4 hours.
I stored by bag due to that two of the main roller coasters won't allow you to bring bag and most lose items, I guess it's safer for you to place your belongings inside a locker than leave it by the side of the roller coaster loading area where everyone can access your belongings.
Bring sunscreen to protect yourself and water bottle which you can fill up at water dispensers around the park.
During peak times the rides can take up to 120 minutes to queue up (Transformers: The Ride). Suggest you head to that one first, it is located in SciFi city.
The park is pretty small, takes around 20 minutes to walk around the whole thing. But it is aimed at tourist to spend money on merchandises sold at the each shops.",Great rides,2017-06-01,COUPLES,Kevin Z,"Stockholm, Sweden",Stockholm,Sweden,1
0,493201675,2017-06-15,OTHER,4,This is the 2nd visit so felt a little bored. Haven't changed much. Expressway is fine but quite expensive and the waiting times proved to be worthless.,Good place though expensive with additional charges,2017-06-01,NONE,anush,"Galle, Sri Lanka",Galle,Sri Lanka,0
1,493201412,2017-06-15,MOBILE,5,This underground was clean and tidy. No food or drink allowed. It was so nice to see. Heavy fines given if you break their laws.,MRT Singapore,2017-06-01,FAMILY,EllieMay62,"Templepatrick, United Kingdom",Templepatrick,United Kingdom,1
0,493179192,2017-06-14,OTHER,5,It was the first time we were out with our 6yr old and 3yr old for such long hours and yet kids did not want to come out.. Great place for entire family and so many attractions..,Great Place for entire family,2017-05-01,FAMILY,ankushragarwal,"Mumbai, India",Mumbai,India,1
0,493174351,2017-06-14,OTHER,4,"Kayanya semua pelancong yang datang ke singapore pertama kali pasti tujuan utamanya adalah kesini ya..Apalagi kalo bukan ke universal studio. Walaupun harga tiket masuknya 3x tiket masuk dufan weekend, pasti bakal dibeli aja sih. Soalnya kapan lagi kan ya..hehehe
Menurut saya, wahana yang wajib dikunjungi itu transformer, mummy, sama yang mirip halilintar dufan tapi lebih scary itu loh (saya lupa namanya.hehe) sama yg terakhir adalah madagascar. Kaya istana boneka dufan gitu, jadi adeeemmmm...
Happy holiday!!",Exciting place,2017-04-01,FRIENDS,dinamust,,,,1
0,493169401,2017-06-14,OTHER,5,"Literally as they say, its a perfect Studio and a kind of a flim city. Live shows, with great 9d and animation movies, roller coaster rides, amusement section of the studios and food, make i a go-go situation in singapore.",The Universal Studios,2017-01-01,FAMILY,Chirag N,"Vadodara, India",Vadodara,India,1
0,493139282,2017-06-14,MOBILE,3,"U all hav seen movies which are one time watch and some movies which r so good tht even after watching u can watch it again or atleast some scenes of it, so to describe universal studio singapore its a one time watch.
But will like to BRING INTO ATTENTION OF EVERY PARENT IF U R VISITING WITH CHILD UNDER 5 YRS will not recommend at all. 
We had taken express pass as we hav child with 1.5 yrs n had to do ride one by one but covered every ride with the help of express pass in time by avoiding long n long que.
You will enjoy some rides n shows but not all of them.
Its quite expensive n not that of worth u will pay but will recommend to go their once with a express pass.... Enjoy",one time watch show,2017-06-01,FAMILY,AMITSUNMOON,,,,0
1,493133967,2017-06-14,MOBILE,4,"Không hối hận khi đi USS :)) nắng nóng có, đợi lâu có, nhưng mà vui haha. Đứng đợi chơi game lâu thiệt  (ngốn thời gian nhất) nhưng không đến nỗi 2,3 tiếng như review. Mà tiếc là thời gian có hạn nên không thể chơi hết tất cả các game trong đây được :((",Vuiiiiii,2017-06-01,FAMILY,van thuy,Vietnam,,Vietnam,1
0,493072992,2017-06-14,MOBILE,5,This was one of the best visit I had in Singapore. My family and me enjoyed a lot . there was so much to explore. Hope we didn't miss anything. A must visit place for everyone.,Awesome...... Awesome ....... Awesome,2017-05-01,FAMILY,BhavneetArora,"Kota, India",Kota,India,1
5,493010533,2017-06-14,MOBILE,5,"First if all this is one of the best places to visit with family/friends or with anyone. You will love the place starting from the word go.
Be there at 10am sharp when the gate opens, only then you can able to cover the entire park.
If u r going on weekends or during peak season time or with young children don't mind getting a express ticket. It will save you really alots and lots of time and energy. I managed to cover the entire park at ease with my wife and 2 yr old kid (as few rides we have to go separately since the baby is not allowed). It's a must infact, the wait time for Highlighted rides are atleast 60min and for other it varies from 15 to 30. (Peak season)
Plan your rides with the help of the map. So that you no need to wander and waste time.
Each movie theme has 4 attractions.

Hollywood is the first thing you see when you enter the park. Don't waste time in clicking pictures here as you will have enough time at the end.

Start with MADAGASCAR - Boat ride a must if you are with children. Adults too enjoy. Party go round again for children.

FAR FAR AWAY - Shrek 4D Adventure is 15 min movie screening. Worth a watch.
Magic potion spin - For kids
Enchanted airways for all

THE LOST WORLD - Jurassic Park rapids adventure is a must.
Canopy flyer you can give a try if there's less crowd as express doesn't apply for this one.
Dino sourin - For kids
Amber rock climbing - can be skipped
Water world - Try to see the 1am show so that you no need to walk all the way back here to see the 4pm one.

ANCIENT EGYPT - REVENGE OF THE MUMMY is a must. I repeat it's a must. People with certain conditions are not allowed. As this ride is a roller coaster based and scary too. I would say this is the best in USS.
Treasure Hunter - Kids will love it.

SCI FI CITY - 2 extreme roller coasters narrowly avoid collisions. Go for it if you can really able to withstand.
Accelerator - MUST MUST. Don't miss it. Again one the best in USS.

LIGHTS CAMERA ACTION - A studio demonstration. Worth a watch.

Few more rides for kids and don't forget to visit the candy factory near the end of the park.

P.S. All rides have souvenir shops and you will be forced to exit only by that way like every other place. So don't waste your time on them.
Stroller service available at the gates.
People carrying young children don't forget to inform the people at the counter to tag your kids by a unique coded band. Even if your kids are lost you can trace their exact location inside the park by their GPS system once informed.
Hope this review is helpful.",Had gala time,2017-06-01,FAMILY,Saravanan J,"Chennai (Madras), India",Chennai (Madras),India,1
1,493001861,2017-06-14,MOBILE,3,"Fuimos con altas expectativas de este parque temático mi hijo lo disfruto pero en realidad no fue lo que esperamos. Para inciar al llegar a primera hora de el día había un acumulado de personas de manera desordenada esperando entrar y no había ningún miembro de el personal organizando, solo estaban recibiendo los Tickets para verificar que habían cancelado. Se volvió un caos el subirse al metro que llevaba a la estación en Sentosa, no hay preferencias para los que llevaban stroller o bebés, la gente empujaba y se metía sin ningún tipo de regulación. Soy claustrofóbica y pase los minutos más largos de mi vida esperando llegar a la estación y poder moverme...para mí ese caos a primeras horas de el día es reflejo que no hay un estudio de riesgo o ninguna coordinación para evitar accidentes... Espero lo tomen en consideración para el futuro.
Otra cosa que note es que el parque no tiene muchas actividades indoor para los más pequeños, la parada de los personajes lo hacen solo los fines de semana y no a diario (no mencionan eso con anticipación) 
Los expendedores de comida dentro de el parque cierran puntuales y solo quedan pocos lugares donde comprar .... Las fotos que toman los fotógrafos asignados por el parque debes imprimirlas luego de que te las toman y no se te permite esperar al final de paseo y escoger las que se ajusten a tu presupuesto...
Un parque normal....no lleven altas expectativas y todo estará bien.",Un parque normal,2017-06-01,FAMILY,MilagroCedeno,"Pune, India",Pune,India,0
1,492989481,2017-06-14,MOBILE,5,"Great place, can be very busy, if you are into rides spend the money for unlimited front of line pass it's sing$80 which is more than entry but little to no waiting in line. Which is awesome. Quite pricey tho about 380 for two adults with one child and 2 front of line passes. Plus food and drinks.",Trip,2017-06-01,FAMILY,Matt T,,,,1
2,492967165,2017-06-14,MOBILE,5,"Located in Sentosa, it's a must visit if you're a tourist in Singapore. 
You can take subway to harbor front and from there you'll have to buy a ticket for monorail which will cost 4 SGD for return transfers to and from Sentosa. 
Once you get there, you'll have to buy a ticket for around 75 SGD. The best is to arrive early morning as it takes almost whole day to enjoy all the attractions. Roller coasters are amazing, especially in SciFi and Egypt. I Loved Cylon. It's the craziest roller coaster ride i took and I think it's even more thrilling than Ferrai World Abu Dhabi's Formula Rossa. 
There are attractions for all age groups so Have fun!",Must visit if you're in Singapore,2017-06-01,FRIENDS,Qaiser,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
0,492919875,2017-06-14,MOBILE,5,"The best attractions of the amusement park are Transformer ride....  can't miss it , atleast need to go two times .. prefer to go around 3-4 the waiting time is less ..Shrek 4D and the stunt show is amazing , mummy ride is ok...
U need to have lods guts to climb the roller coasters specially the grey one ..my kid enyoyed the donkey show n Madagascar ride .. 
the shops are super overrated, overpriced.. one t shirt at $40 .. u get pram for $15 for kids , having a pram or stroller for kids is important as u need to walk a lot in the park .. 
food is priced reasonably and u have lot of options.. don't leave the bags unattended on the strollers !  
Lastly 
Do a Transformer ride  !!!  Before u leave the park .. 
getting out of the park , u can take a sentosa express to harbour front which is free but has a longgggggggg queue.. or else take an uber most importantly after 7:30 the uber would be huge surge atleast 2.5x and normal taxis have a long waiting ..so plan it accordingly",Fun place ! But shopping here is verrry expensive,2017-06-01,FAMILY,Abhinav,"Hyderabad, India",Hyderabad,India,1
1,492760513,2017-06-13,MOBILE,5,Myself and my 8 years old son went to universal studios. We had great time and went crazy with rides,Singapore visit,2017-05-01,FAMILY,Reshma G,"Mumbai, India",Mumbai,India,1
0,492722488,2017-06-13,OTHER,5,Had the best day here. definitely worth the fast track pass. the attention to detail blew us away. Brilliant,WOW,2017-05-01,FAMILY,Tia V,,,,1
0,492691992,2017-06-13,MOBILE,4,"規模は大阪のユニバーサルスタジオジャパンと比べると小さく、作りも安っぽく感じますが空いてます。
１日いれば全てのアトラクションに乗れるかと思います。
中には待ち時間5分〜10分のものもあります。
ただ年中暑いので、休憩を挟みながらでないと体力がキツイかなと思います。",待ち時間が5分のアトラクションも！,2017-06-01,BUSINESS,858yukim,"Kanazawa, Japan",Kanazawa,Japan,1
0,492689444,2017-06-13,OTHER,5,"من أجمل مدن الالعاب في آسيا كلها بلا شك العاب تناسب الكبار والصغار وجميع الاعمار ويوجد كذلك مسرح للعرض الحي لفلم من الافلام المشهورة للمثل كيفن كوستنر بشكل احترافي كبير , مدينة يجب زيارتها في سنغافورة وجزيرة سنتوسا تحديداً",من أجمل مدن الالعاب في آسيا,2016-09-01,FAMILY,khalidtmt,,,,1
0,492666964,2017-06-13,OTHER,5,"If someone have sen most of the famous movies of Universal studios, he/she will be able to relate more with the whole ambiance.

The theme apart, some of the rides are great like Human Cylon, The mummy ride, Waterworld show and the Transformers one.

If you have not visited the US one, this one is worth visit, but do take the Universal Express add-on for quick entry to most of the rides, otherwise more than 2-3 hours will be spent ion the lines.",Must go for ones who have not visited the US one!!,2017-06-01,COUPLES,viks,"Mumbai, India",Mumbai,India,1
0,492651223,2017-06-13,MOBILE,5,สวนสนุกชั้นนำของโลกที่ไม่ไกลจากเมืองไทยสามารถเพลิดเพลินกับเครื่องเล่นได้ตลอดทั้งวันมาเที่ยวกี่ครั้งก็ไม่เบื่อเลยค่ะ,Universal Studio Singapore,2017-05-01,FRIENDS,pinklady2516,,,,1
0,492627855,2017-06-12,MOBILE,5,"This is the 3rd time that we have visited and since the kids are older, they were keen to ride on the more adventurous rides.

We visited on a Sunday and since it was also school holidays for Singapore and Malaysia, there were crowds queuing at most of the rides. The worst queue was on the Transformers where we had to wait 1.5 hours in the morning to get on the ride.  As it is generally hot and humid in Singapore, waiting around in the heat was not pleasant despite them putting some fans in. 

Some of the nicer rides include Transformers ride and Battlestar Galactica (both the Cyclon and Human roller coasters), Mummy ride, Dinosaur ride and Rapid ride, Puss in Boots ride. The 4D theater at the Shrek castle is also interesting and can be enjoyed by both young and old.

If we realized the queues would be so long at some of the rides, we would have spent the SGD50 for the express pass.",Fun Day during the school holidays,2017-06-01,FAMILY,JoeCool_KL,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,1
1,492611548,2017-06-12,OTHER,4,"Just dive into the Movies, from Jurassic Park, The Mummy and lots more, if you are Sesame Streets and Minions Fans, i'm sure you will get mad here.",Joyful Place,2017-06-01,COUPLES,Simon K,"Batu Caves, Malaysia",Batu Caves,Malaysia,1
3,492390840,2017-06-12,OTHER,4,"We visited the Universal studios Singapore last week (on Thursday) and we enjoyed our visit. We purchased normal tickets since it was a weekday. But there was a huge crowd and we had to purchase express tickets for $50 each. Otherwise you will have to wait more than 60 mins for a ride. We had to wait around 90 mins for the Transformers ride and after that we decided to go for express pass. 

Overall, we spent a great day at this beautiful place. Transformers ride, Mummy ride and Battlestar Galactica is must. Drinking water available inside the park.",Greate experince but over crowded. Must go for express pass,2017-06-01,COUPLES,nprasad1,"Colombo, Sri Lanka",Colombo,Sri Lanka,1
0,492347531,2017-06-11,MOBILE,5,"Virtual world turns into a realistic feeling, a place where your fantacies become real, and evey time you say ...wow.....Every person toddler, young, old.... enjoyed here. Attraction point of world....... must visit with suffiecient time.",Gem of Sentosa,2017-06-01,FAMILY,anurag meena,"Alwar, India",Alwar,India,1
0,492339451,2017-06-11,OTHER,5,"While it is a great place to visit, long queues put you off. For the popular rides, wait is more than 1 - 1.5 hour on a week day. The day goes by in waiting for one ride or the other and at the end of the day, there is still a lot to be seen and one comes away with regret that everything could not be covered, though it is a small place.",Thrilling,2017-06-01,NONE,Poornima M,"Bengaluru, India",Bengaluru,India,1
0,492178020,2017-06-11,MOBILE,4,Universal Studio Singapore is a fun place for the whole family. But the biggest drawback is the long queue for each ride. We had to wait one hour to get into the Transformers 4D ride. It's tiring and frustrating to wait that long for a ride. So it's better to take the express ticket and skip the long queues.,Go for the Universal studio express ticket,2017-05-01,FAMILY,LydiaAbraham,"Kochi (Cochin), India",Kochi (Cochin),India,1
1,492166390,2017-06-11,MOBILE,4,"Couple of days on Singapore... used previous trip advisor reviews to book/ plan day... worked like clockwork... ( Thanks)
Arrived 0930, had express pass,short queue, proceeded Anticlockwise to Transformers ( didn't need fast pass, but used it later); then Mummy ; Jurassic park ....
Returned to Cylon & Human Battlestar Galactica... couldn't talk 10-11 yr olds onto then ... but worth ride!

Everyone enjoyed day... hot , cooled off in fountains( well kids did)... not too busy for time of year. 

Food / burgers $$$$$, and  wouldn't rate.
Brought own water bottles, still needed s little caffeine / sugar ie coke to fuel everyone! Coke Zero strange taste in this neck of woods!

Great day though!",Short Break Enroute to Europe,2017-06-01,FAMILY,DrMikeNZ,"Nelson-Tasman Region, New Zealand",Nelson-Tasman Region,New Zealand,1
1,492102936,2017-06-11,MOBILE,4,"Be mentally prepared for standing in long queues unless you are equipped with an express pass that is approximately 90sgd per person 

Express pass allows you to jump the queue. 

Don't miss out on these rides if you are an adventure junkie 
 1. Revenge of the Mummies (ANCIENT EGYPT)
 2. CYCLON (Sci fi city) 
 3. Transformers (Sci fi city)

All other rides are easy going. 

You are allowed to carry your own food / drinks in the park. There are plenty of water refilling stations so that you can stay hydrated",Great time,2017-06-01,FAMILY,Mohan S,"New Delhi, India",New Delhi,India,1
1,492097982,2017-06-10,MOBILE,4,"We got there early, pre paid tickets and joined the que early we went straight to the Transformer ride it was a blast then hit the roller coasters, they didn't disappoint what a blast!
The food and drinks were expensive but i think the general admission tickets are good value. Teenagers will love it!",Great Rides,2017-06-01,FAMILY,chrisswifte,"Melbourne, Australia",Melbourne,Australia,1
1,492079627,2017-06-10,OTHER,4,Universal studios is one of the most interesting places in Singapore at Sentosa Island.You will have happy times with kinds of rides and variety of scenes.,very interesting,2017-06-01,FRIENDS,amirhassan1974,"Richmond, Canada",Richmond,Canada,1
0,492077583,2017-06-10,MOBILE,5,Your kids will love universal studios. There is so much to do for them that you can easily spend 2 days there without getting bored. Even adults can look forward to have a lot of fun. The only suggestion will be to go with an express pass to avoid long queues. That certainly will save a lot of your time.,Must visit for kids,2017-05-01,FAMILY,tapan2903,"Hyderabad, India",Hyderabad,India,1
0,491961990,2017-06-10,MOBILE,5,"This is the best place who likes different rides and shows .One must visit Jurassic Park, Madagascar, Ancient Egypt,Far far away ,waterworld  show etc.One  must carry enough drinking water as common water is not available Inside.
Overall it's a great place to visit and enjoy.",Universal studio Singapore,2017-06-01,FAMILY,pankaj tuptewar,"Pune District, India",Pune District,India,1
1,491866393,2017-06-09,OTHER,5,"Universal studio is a must-visit place for people of all ages. Even if one doesn't enjoy the rides, still the whole ambiance of the place is enough for a good day-outing. Though it is very crowded on weekends, hence would suggest a visit on weekdays. Among the rides, transformers and mummy MUST NOT be missed!",Very entertaining,2017-03-01,COUPLES,Himakshi G,"Mumbai, India",Mumbai,India,1
2,491694158,2017-06-09,MOBILE,5,"Great park! Lots to look at, very fun stage shows next to Mel's diner which I really loved! The dinettes were so slick and professional !

We got the express pass which was worth it as the regular lines were extremely long and it was a hot day! 

Lots of shopping opportunities and great dining options",Entertaining and exciting,2017-06-01,COUPLES,BarbieQ80,,,,1
0,491660723,2017-06-08,OTHER,4,We took 6 months pass and visited often. It has very good variety of rides with different movie themes. Especially we liked the Transformers ride. Waiting for Juraissic park ride is always bit longer than other rides. Don't miss the special shows and street entertainments. Better to check the event schedule before you go there.,Awesome rides,2016-11-01,FAMILY,Sakthivel S,"Singapore, Singapore",Singapore,Singapore,1
0,491640879,2017-06-08,MOBILE,5,"Me and my husband visited in October

The park was open for Haloween Nights

I think almost every month is a peak season here, especially for this Halloween.

We bought the tickets from travel agent and they sent us the ticket to our hotel.

We departed around 6pm and there ada sea of humans. 

The decoration , costume, and the themed of the park was perfect.

The haunted houses succesfully made my night and the top notch!

4D Shrek and The madagascar have completed our 1st loop

Transformer : just absolutely excellent. Its totally world class attraction. And became our favorite.

Jurrasic world : wet wet and wetttt!!

Mummy : the dark fun of coaster

Universal Singapore is the place that you should never be missed when visiting the Sentosa Island!!!!",Highlights in Singapore,2016-10-01,COUPLES,Mona C,,,,1
0,491631174,2017-06-08,OTHER,5,Although we visited with a 2 year old and many of the rides were not suitable because of height restrictions there were still a large number of activities and shows to enjoy. The live street shows and meeting the various characters who were very engaging were fantastic.,Great family fun,2017-06-01,FAMILY,Simon Kirstie O,"Gold Coast, Australia",Gold Coast,Australia,1
1,491432104,2017-06-08,MOBILE,5,"Парк открывается в 10 утра и работает в разные дни до 7 или 8 вечера.
Я советую сразу брать Express pass за 50 долларов чтобы успеть везде и все посмотреть и покататься на всех атракционах. 
Лучшие на мой взгляд это Мумия и Sci Fi, а также Трансформеры.
Еще не забудьте заглянуть в Водный мир на шикарное представление.",Самый крутой парк развлечений!!!,2017-06-01,FRIENDS,Михаил С,"Odesa, Ukraine",Odesa,Ukraine,1
0,491423966,2017-06-07,OTHER,4,"We booked online, got there 5 mins before doors open and pre-paid for the queue jumping tickets - they were so worthwhile as you get to do so many more rides. Plan where you are going first as some of the rides fill up quicker that others, and you only get to queue-jump once per ride.",Great fun if planned well,2017-04-01,FAMILY,EnglandsAshes,"Sydney, Australia",Sydney,Australia,1
1,491399722,2017-06-07,OTHER,3,"Although the studio is good when compared to actual concepts however the Rides are worthless except for 2 rides. Indian who have visited Adlabs Imagica in Mumbai - Khopoli, it will be waste for you. very few rides and long waiting list, your money is wasted. However you can visit once if it is  your dream to but surely you wont visit it 2nd time.","Overrated place.Limited rides ( Indians plz don't waste money here, Adlabs Imagica is superior than Universal Studio )",2017-05-01,COUPLES,Unair1986,"Navi Mumbai, India",Navi Mumbai,India,1
0,491387300,2017-06-07,MOBILE,4,"First of all there's very few rides for adults. 2 Battlestar rollercoasters, 1 Transformers, 1 Mummy and the 1 Jurassic Rapids (but that wasn't very good)

You will queue for a long time on all of these too, our average was 45-70mins apart from the Mummy which was always such a short queue of 15mins. 

Lots of queue jumpers as well, or people having a family member queue and then 30mins later when they are near the front - the rest of the family come and push past saying 'my mums up there, my mums up there'. Just saying, wouldn't get that at any theme park in UK or USA. 

We didn't get the Express Pass but if you wanted to ride these more than once you almost have to buy the $50 unlimited pass. 

The actual experience of different places and zones was cool, liked the Egyptian, New York, Hollywood and Sci-Fi architecture - felt like you were transported to a different place each time. 

Best rides were The Mummy and Transformers and the Waterworld show.

Cylon was good, Human was boring - doesn't even loop or anything. Both had awfully smelly harnesses too!",Few rides,2017-06-01,COUPLES,Callum Tyson,"York, United Kingdom",York,United Kingdom,1
0,491349561,2017-06-07,OTHER,5,thrilling ride specially galactic and the mummy revenge . and adventures like lost world is take you to different world . must visit in singapore,different world,2017-03-01,NONE,Yogeshwark,"New Delhi, India",New Delhi,India,1
0,491281893,2017-06-07,MOBILE,5,If you visit Singapore you should put universal studios Singapore on top on your list. Can't describe by words as I enjoying sooooo much. Good for any ages and highly recommended.,Perfect,2017-06-01,COUPLES,rully g,,,,1
0,491227704,2017-06-07,OTHER,3,"After having visited other major theme parks, this park seems to be pretty small.  We visited on a peak day (sunday) with express pass, and completed most of the rides between 11 to 2, or at the max 4 hours.  Only a handful of rides are worth a second round.  

Regarding the rides, the roller coaster rides are good and pretty safe even for first timers.  We particularly enjoyed the Egyptian - Revenge of the mummy and Galactica rides.  The kids enjoyed transformers and Shrek adventures.

Another stand out is the Madagascar crate adventure  - this is not to be missed.

Was quite disappointed with the Jurassic Park Rapids Adventure - this is a river rafting with 2-3 dinosaurs placed outdoors for view - need more creativity here.

Overall, a nice adventure park for a fun out day.",Very small theme park,2017-06-01,NONE,anaven1207,"Navi Mumbai, India",Navi Mumbai,India,1
0,491157151,2017-06-06,OTHER,4,"I love going to theme parks and my experience here at the Universal Studios was fun. We went here Labor Day which meant a lot of people were definitely go here. Long queues were expected but the rides did not disappoint. I would say that the best rides for me are The Mummy and Transformers. You should try this both! The food was good. I think I ordered 2 servings of chicken fingers. Photo opportunities with the characters are also a nice way to experience the park. All in all, I'm definitely going back as I felt like I was not able to fully experience the park during my visit.",Fun experience,2017-05-01,FAMILY,Anissa V,,,,1
0,491136409,2017-06-06,OTHER,5,เป็นที่เที่ยวจุดสำคัญที่หนึ่งในสิงคโปร์ สามารถอยู่ในในนั้นทั้งวัน ไม่ว่าจะเล่นเครื่องเล่น ที่มีระดับความน่าตื่นเต้นแตกต่างกันออกไป ถ่ายรูปได้ทุกมุม ร้านค้า ร้านอาหาร มีตลอดทุกจุด ทุกโซน ส่วนตัวชอบทุกโซน ทำให้รู้สึกกลับเป็นเด็กอีกครั้ง แนะนำว่าควรพกของไปให้น้อยที่สุด เพราะบางโซน และบางเครื่องเล่น ต้องฝากกระเป๋า ก็จะเสียค่าฝากในล็อคเกอร์ มี wifi เกือบทุกจุด มีจุดกดน้ำเปล่าฟรีมากมาย,เป็นสถานที่ท่องเที่ยวที่เพลินเพลินมากๆ,2016-12-01,COUPLES,Sira T,,,,1
0,491117780,2017-06-06,MOBILE,3,"The smallest and it could have been better maintained.  The Cylon ride seat restraints had a repulsive smell and the queuing areas, especially for the long and popular rides, seriously need better ventilation i.e. more fans. 

I prefer the park at Orlando.  It was still the benchmark. 

Unless you desperately need to get a fix, it's probably best to save for the benchmark site or visit another site in this part of the world, so it may not be a disappointed choice. 

Best attraction here was Waterworld's live-action stunt show.  My utmost respect for the outstanding stunt men and women. 

KT Grill's menu and the refreshing Calamansi slush at Godmother's Juice bar were worthy to be mentioned.",Once was enough!!!,2017-06-01,FAMILY,macaiwar,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,0
0,490973558,2017-06-06,OTHER,5,My family with 2 young children love this place. Tons of fun and exciting rides for adults and children. The water show is a must watch. Perfect family outing.,Fantastic family outing,2016-12-01,FAMILY,aaronlR9209ID,,,,1
0,490966556,2017-06-06,MOBILE,5,"他哪里有过山车超好玩，看3D or more....4D....
买纪念品，minion....
有投影机投影出来的画面和真实的东西结合在一起，超好看。
有一个3D的电影，怪物史莱克，他的电影很棒，当他打喷嚏是会有水在附近撒出，椅子靠这的地方也有水!",很棒，非常好玩,2017-02-01,FAMILY,Daphney1207,,,,1
0,490886797,2017-06-06,MOBILE,4,Long queues for everything. Must take a priority or prime ticket if you want every ride. For a 2-5 min ride you need to stand for 45 min in some rides.,It's highly overrated,2017-06-01,FAMILY,Sumit L,"Allahabad, India",Allahabad,India,1
