helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,sentiment
3,564513802,4/3/18,OTHER,5,"recommend visiting week chinese new year place busy , `` ques '' bonus , ride stayed two three go without getting . make sure go transformer ride `` wont disappointed '' . dinosaur jurassic park life like , return mummy ride get heart racing . site food , expensive poor quality .",A great day with the family,1/2/18,FAMILY,David H,"Sydney, Australia",Sydney,Australia,1
0,564499726,4/3/18,OTHER,5,"чувствовала себя ребенком ! накаталась на всем ! понравилось все ! очереди особо не напрягали , время пролетело очень быстро !",Отличное времяпровождение!,1/2/18,FRIENDS,anzhela s,,,,-1
0,564486177,4/3/18,OTHER,5,great experience friend . many experience get throughout day .,Superb place to expend one day,1/11/17,FRIENDS,Lakmal D,,,,1
0,564485576,4/3/18,OTHER,5,"excellent place enjoy full family , take consideration one day enough discover attraction . make sure go early enjoy show & ride .. us closed 7.00 pm weekday .","USS for my little family, both of my daughters enjoyed it!",1/2/18,FAMILY,SufyIdris,,,,1
1,564482469,4/3/18,OTHER,5,рекомендую . по сути это дисней . и вы и ваши дети получат огромное удовольствие . меня он привел в шок . понравилось больше чем в париже .,Юниверсал,1/2/18,FAMILY,Андрей Г,"Moscow, Russia",Moscow,Russia,-1
0,564479662,4/3/18,MOBILE,5,wonderful place . lot activity age group . ride awesome . like different kingdom inside . must activity go singapore . cant miss .,Awesome place ! Complete entertainment for all age groups,1/2/18,FRIENDS,Fahad Rizwan,"Islamabad, Pakistan",Islamabad,Pakistan,1
2,564472185,4/3/18,MOBILE,5,must visit universal studio planning trip singapore ... ticket booked online advance ... defy need whole day cover attraction ...,Singapore trip,1/10/17,FAMILY,Nitisha,"Bengaluru, India",Bengaluru,India,1
1,564460308,4/3/18,OTHER,4,"'d suggest people come early buy ticket , would queue , especially weekend , time-saver get either unlimited normal express pas ( additional charge top entrance ticket . ) paid sg $ 70 per person ( child pay ) normal express pas , let u go express lane almost ride show park . saved lot time u went saturday . got play ride queue wanted go second time , mean really liked ride would happy queue ! unlimited express pas let go express lane unlimitedly name suggests , 's almost twice costly normal express pas , think . ride show great . restroom clean . food hall cleaned quickly staff , , though , choice food hall ( went one jurassic park area ) , many , vegetarian option portion quite good , great . stayed 8pm watch firework managed ride couple ride though park closed 7pm . queue great ! highlight u transformer ride , seeing bumble bee & optimus prime going human vs. cyborg roller coaster ( human one , cyborg one scary : p ) five year old able get ride , great u !",Great place for family fun!,1/2/18,FAMILY,nietis,"Beijing, China",Beijing,China,1
0,564446091,4/3/18,MOBILE,4,"interesting place visit , island full filled many hotspot , somehow replica famous disneyland park",Interesting,1/3/18,FRIENDS,aleksbt,"Bitola, Republic of North Macedonia",Bitola,Republic of North Macedonia,1
0,564291750,4/3/18,OTHER,4,"universal studio singapore highly reccomended still love hanging around friend awesome experience craziness lol . us lot game u choose , 'll reccomend game ought play ur friend transformer , roller coster , jurrasic park , revenge mummy ,",USS with friend,1/6/17,FRIENDS,dinamnst,"Denpasar, Indonesia",Denpasar,Indonesia,1
1,564262301,4/3/18,MOBILE,4,"california , orlando sister park spain , singapore disappoint . 2/3 size usa park , still fun good value .",Universal Visit,1/3/18,FRIENDS,TripOrganiser2000,"Manchester, United Kingdom",Manchester,United Kingdom,1
0,564253825,4/3/18,OTHER,5,perfect place bond family . enjoyed fun ride especially transformer wherein became child ... enjoy travelling family especially universal studio,A funfilled day with family,1/11/17,NONE,Dennis G,,,,1
2,564240004,4/3/18,MOBILE,5,"universal studio singapore fun , entertaining enjoyable . love ride load choice alien galactica rollercoaster must . however brave good gentle ride amazing show ! inside theatre street amazing show . tip * * make park arrive least 30 minute opening weekend arrive 45 minute . also pre pay ticket online easier one person go get ticket group ( group ) whilst others wait line . closer front may chance win fast pass kid take much higher chance scream demanded ! ! ’ bother arrive early enough need fast pass . skip transformer first rest park . best time go transformer jump que parade begin finish lot shorter last ride staying late arrived 30 minute entry done 5pm around chinese new year saturday bit planning go far . food wise pizza near transformer elmo street delicious great deal . overall ride fantastic , perfect chill day lot entertainment . staff wore friendly entertaining always allowed sit wanted . madagascar fanta frozen smoothy wore delicious really cooled u . merchandise best bit park exclusive area like jurassic park . want tip help day planning ask question help . thank fun day universal studio singapore","Fun, entertaining and enjoyable",1/3/18,NONE,CJClifford,,,,1
0,564212351,4/3/18,OTHER,5,"great place family , need come early line ride tend long , make sure plane ride activity well maximize time .",Great Place,1/9/17,NONE,raydenmon,"Bandar Seri Begawan, Brunei Darussalam",Bandar Seri Begawan,Brunei Darussalam,1
1,564159019,3/3/18,OTHER,4,"admit 's amazing area visit especially family friend . ticket cost lot soo many shop child ask , '' buy ? `` .i hope decrease price add new ride , mean le ride shop kind boring . , whole thing awesome . thumb ! 4stars",""" Interesting but less rides in my opinion """,1/12/17,NONE,Traveling Agent,,,,1
0,564157909,3/3/18,OTHER,5,"us must visit enjoy ride sight seeing . place filled exciting ride : battle star - human cyclon - 2 different type roller coaster thriling . one high-drops one twist loop . mummy , favorite one , indoor roller coaster story . transformer , waterworld , jurassic park , far far away 4d experience lot . plenty food option inside - mel 's diner burger , awesome pizza place , food cart around park . humongous turkey leg lot people seem enjoy . good activity kid adult alike .",Must Visit in Singapore for Thrill-Seekers,1/12/17,FAMILY,terrypagulayan,,,,1
0,564148952,3/3/18,MOBILE,5,"must visit singapore . well maintained . ride fun kid , teen adult alike ( people age group everyone enjoyed day . ) ticket may seem pricey totally worth extra buck ! would recommend two-day outing , want experience great rides- simply many one day ! !",Can't miss!!,1/4/17,FAMILY,saloni w,,,,1
2,564147409,3/3/18,OTHER,5,"really fan transformer jurassic park movie , surprise definitely . ride awesome . give feeling forget .",The definition of theme park,1/1/18,NONE,Surya S,,,,1
0,564146004,3/3/18,OTHER,5,"ride great . especially transformer ride best . problem crowded always . thrice every time , queue really long . food option quite expensive .",Must visit if you are in singapore,1/4/17,FRIENDS,Ebin I,"Singapore, Singapore",Singapore,Singapore,1
0,564144252,3/3/18,MOBILE,4,would say ride far far away ’ underestimated well . shrek waffle vanilla ice cream really delicious ! must try ! thought kid ride quite fast frightens go fast thought . waterworld performance awesome ! ride quite disappointing ’ ride maintenance like mummy return human roller coaster . cylon packed waiting time 120 min . transformer 50 min waiting time . without express pas wasted lot time waiting ride even though thought thursday ’ lot people . love marilyn monroe . ’ friendly taking picture u . sesame street stage show fun madagascar performance wonderful well . love julien king super friendly . jurassic park ride ’ sit one could get u wet overall fun exciting experience,Fun and exciting,1/2/18,FAMILY,Katherine Yap,"Petaling Jaya, Malaysia",Petaling Jaya,Malaysia,1
4,564133888,3/3/18,MOBILE,5,"loved universal studio , heap & see . kid blast , nearly much u big kid ! definately worth trip sentosa island visit universal & sentosa 's attraction . 's cheap day one bring lifelong memory . sure purchase express pas though line long time without one .","Wicked Fun, Express pass a must!!",1/9/17,FAMILY,pappahutch,"Ko Samui, Thailand",Ko Samui,Thailand,1
2,564102867,3/3/18,OTHER,4,"expect much park , quite experienced theme park visit . annual pas disneyland ( usa ) , also disneyworld , tokyo disney , hk disney , universal studio hollywood ( really care much ) . quite pleased size , diversity , design park . despite lack harry potter world , park really offer full day ride attraction . opted express pas ( 1 visit per ride ) since wanted see exploring sg end day , instead wasting whole day waiting line . despite online crowd calendar estimating slow day , actually quite busy ( friday 1 week chinese new year ) . express pas worked quite well minimizing wait , enabling u ride almost everything get 4:30 pm . strict bringing anything loose ( hat , camera , phone , etc ) onto roller coaster ( even metal detector entrance line ) . seen , offer free short-term locker ( sg well-known no-nonsense sort place ) . food selection inside park actually quite good ( also expected singapore ) . even better , malaysian street food court outside main entrance recreates malaysian street food vendor low price plenty indoor seating . access park easy , since inside resort world sentosa complex ( train , taxi , even cable car ) . big fan dark ride , sesame street spaghetti monster ride definitely favorite . mummy ride much better one hollywood , cylon roller coaster much intense enjoyable human ( bit underwhelming ) . treasure hunter ride nearly exciting sound , disabled express pas . need skip ride , definitely good option .",A very enjoyable day out,1/2/18,NONE,downinit,"Long Beach, California",Long Beach,California,1
0,563962287,3/3/18,MOBILE,2,어린 자녀들과 방문했어요 . 100센티가 안되는 자녀가 이용할 어트랙션이 넘 적었는데 그에비해 입장료는 비싸네요 . 퍼레이드나 쇼도 별로 볼 게 없고 방문한 날 갑자기 워터월드쇼를 안해서 더 볼 게 없었어요 . 가격대비 실망이었어요 . 너무 습하고 더워서 음료수만 실컷 사먹다 나온 것 같네요 .,별로 실망이었어여,1/3/18,FAMILY,diva1813,"Seoul, South Korea",Seoul,South Korea,-1
2,563802505,2/3/18,OTHER,5,"добрый день ! мы были в январе 2018 года ! семья с ребенком 11 лет ! мы попали в дождливый период и возможно могло быть все по другому , но позже мы поняли , что нам скорее повезло . нам не было душно , жарко , это было удобно ! наша доченька , была в восторге ! американские горки мы прошли дважды ( без меня ) , трансформеры , египет и многое другое . все было очень захватывающе , удобно , продуманно . единственный минус , это длительное ожидание в очередях практически на любой аттракцион . время ожидания доходило до часа , ради 5 минут . в этом случае погода не давала ощущения многолюдности и духоты , было свежо и терпимо выстоять очередь . в жаркий день этот фактор думаю очень отягощен .",Выбрать правильный день недели для посещения!,1/2/18,FAMILY,irennik1982,"Ulan-Ude, Russia",Ulan-Ude,Russia,-1
0,563791647,2/3/18,MOBILE,4,"tempat nya luas bersih tertata .. wahana juga banyak , harga tiket masuk nya yang mahal .. karena saya backpackeran ya jadi cuma foto saja depannya .. kata orang yang pernah nyobain ke dalam wahana nya sih keren keren .. untuk makanan cukup variatif .. bagi orang indonesia yg tidak biasa dgn chinese food dan makanan dgn menu aneh ada texas chicken sama mcd . untuk yang sudah tua yang sudah gak kuat jalan gak usah ke sini karena dijamin gak akan kuat . place big . tempat ini cocok untuk liburan keluarga apalagi buat yang banyak duit . tapi kalau duitnya pa pasan tetep bisa ke sini , ya minimal foto foto lah kayak saya .. love",Ngebolang sampe USS,1/3/18,SOLO,Mario Manato,"Palembang, Indonesia",Palembang,Indonesia,1
2,563738545,2/3/18,OTHER,5,wonderful place age group . need entire day cover place . full ride entertainment show . get meet greet minion . n't miss transformer 3d show .,Must visit!,1/4/17,FAMILY,saniyapuri,"New Delhi, India",New Delhi,India,1
0,563655978,2/3/18,MOBILE,3,"took child ( 3 & 2 ) little day universal thank goodness got free ticket room . though expected would able go ride , hoped little fun thing little one . sesame street show theatre fantastic . went 30mins indoors aircon ! unfortunately rained quite bit whilst lot people trying gather small undercover area get heavy rain . also watched donkey ‘ live ’ show little comedy sitcom short time . , really character come short time section photo shoot cost $ 35 one photo .",More for children (maybe) 6 years and up,1/2/18,FAMILY,Rachael G,,,,1
0,563646441,1/3/18,OTHER,5,"one best attraction singapore , harry porter mummy , jurassic park ride must try , really superb",one of the best attraction in singapore,1/10/17,FRIENDS,sacsac12,"Pune, India",Pune,India,1
0,563643072,1/3/18,OTHER,4,"went 3 year old son three u something u enjoy . 's big disneyland also advantage dont much time day . adult , revenge mummy , gallactica transformer ride must . kid enchanted airway , pus boot madagascar must . kid 110 cm tall transformer ride well . went elmo 's tv time well really good age . like musical . donkey live also good . sesame street also good would say towards end day queue short worth long queue . take ticket airport . save time . reach universal take train harbourfront vivocity , ask someone bus go sentosa take bus ( rw8 ) sentosa charge 1 sgd per person cheapest way transport reach sentosa .",A place for everyone,1/2/18,FAMILY,sumitprat,"Mumbai, India",Mumbai,India,1
0,563681122,1/3/18,OTHER,5,环球影城还是相当不错的，虽然面积不大，但是设施齐全，推荐用快速票，变形金刚和木乃伊相当给力，过山车也相当刺激，不用怎么带水，史莱克4d电影也挺好,适合各个年龄的主题乐园,1/2/18,SOLO,,,,,-1
0,563503459,1/3/18,MOBILE,4,"smaller expected really awesome ! arrive early around 1030am straight queue transformer 3d game worth queue 45mins ! ! super cool especially im transformer fan , rate 12/10 . rest good like mummy , movie making studio ... take photo transformer , madagascar , gru , minion amd hello kitty !",Fantastic Day,1/2/18,FRIENDS,GeorginaOh867,"Melbourne, Australia",Melbourne,Australia,1
0,563439857,28/2/18,OTHER,4,"overcrowd , place good time killing . u enough budget , buy express pas cut queue",wow,1/2/18,FRIENDS,mike_4m30nd,"Jakarta, Indonesia",Jakarta,Indonesia,1
0,563434296,28/2/18,MOBILE,5,something everyone age park perfect job ... different world ride . buy express pas save waiting hour,Lose track of time,1/2/18,FAMILY,Soph T,,,,1
1,563356165,28/2/18,MOBILE,5,"came two couple crammed much could one day . visited tuesday found crowd fewer expected ( friend went next day crowd , super hot ) . favourite ride transformer ride ( went twice ) free event outside palace theatre 5.30 .... perfect way end day . went 4d shrek movie ( loved ) . ..... must miss waterworld live show ... amazing . recommend highly nothing praise whole production . stunt , noise , comedy , romance , action , smoke , loud noise , great show . thought half day enough ... uh uh ... way beat queue single person go single queue line ... otherwise expect 15 - 30 min ride wait . queue get shorter closer 4 pm ... enjoy",Great day....,1/2/18,FRIENDS,957Doug_T,"Greater Melbourne, Australia",Greater Melbourne,Australia,1
